n c3 c4 c5 c6 c7 c8 minimum
2 0 0 0 0 0 11 12
2 0 0 0 0 0 12 12
2 0 0 0 0 1 0 86
2 0 0 0 0 1 1 75
2 0 0 0 0 1 2 64
2 0 0 0 0 1 3 57
2 0 0 0 0 1 4 48
2 0 0 0 0 1 5 40
2 0 0 0 0 1 6 32
2 0 0 0 0 1 7 24
2 0 0 0 0 1 8 16
2 0 0 0 0 1 9 16
2 0 0 0 0 1 10 14
2 0 0 0 0 1 11 12
2 0 0 0 0 1 12 12
2 0 0 0 0 2 0 68
2 0 0 0 0 2 1 57
2 0 0 0 0 2 2 48
2 0 0 0 0 2 3 40
2 0 0 0 0 2 4 32
2 0 0 0 0 2 5 24
2 0 0 0 0 2 6 16
2 0 0 0 0 2 7 16
2 0 0 0 0 2 8 14
2 0 0 0 0 2 9 12
2 0 0 0 0 2 10 12
2 0 0 0 0 2 11 10
2 0 0 0 0 2 12 8
2 0 0 0 0 3 0 68
2 0 0 0 0 3 1 57
2 0 0 0 0 3 2 48
2 0 0 0 0 3 3 40
2 0 0 0 0 3 4 32
2 0 0 0 0 3 5 24
2 0 0 0 0 3 6 16
2 0 0 0 0 3 7 16
2 0 0 0 0 3 8 14
2 0 0 0 0 3 9 12
2 0 0 0 0 3 10 12
2 0 0 0 0 3 11 10
2 0 0 0 0 3 12 8
2 0 0 0 0 4 0 50
2 0 0 0 0 4 1 40
2 0 0 0 0 4 2 32
2 0 0 0 0 4 3 24
2 0 0 0 0 4 4 16
2 0 0 0 0 4 5 16
2 0 0 0 0 4 6 14
2 0 0 0 0 4 7 12
2 0 0 0 0 4 8 12
2 0 0 0 0 4 9 10
2 0 0 0 0 4 10 8
2 0 0 0 0 4 11 8
2 0 0 0 0 4 12 8
2 0 0 0 0 5 0 50
2 0 0 0 0 5 1 40
2 0 0 0 0 5 2 32
2 0 0 0 0 5 3 24
2 0 0 0 0 5 4 16
2 0 0 0 0 5 5 16
2 0 0 0 0 5 6 14
2 0 0 0 0 5 7 12
2 0 0 0 0 5 8 12
2 0 0 0 0 5 9 10
2 0 0 0 0 5 10 8
2 0 0 0 0 5 11 8
2 0 0 0 0 5 12 8
2 0 0 0 0 6 0 33
2 0 0 0 0 6 1 24
2 0 0 0 0 6 2 16
2 0 0 0 0 6 3 16
2 0 0 0 0 6 4 14
2 0 0 0 0 6 5 12
2 0 0 0 0 6 6 12
2 0 0 0 0 6 7 10
2 0 0 0 0 6 8 8
2 0 0 0 0 6 9 8
2 0 0 0 0 6 10 8
2 0 0 0 0 6 11 8
2 0 0 0 0 6 12 8
2 0 0 0 1 0 0 75
2 0 0 0 1 0 1 64
2 0 0 0 1 0 2 57
2 0 0 0 1 0 3 48
2 0 0 0 1 0 4 40
2 0 0 0 1 0 5 32
2 0 0 0 1 0 6 24
2 0 0 0 1 0 7 22
2 0 0 0 1 0 8 14
2 0 0 0 1 0 9 14
2 0 0 0 1 0 10 12
2 0 0 0 1 0 11 10
2 0 0 0 1 0 12 10
2 0 0 0 1 1 0 75
2 0 0 0 1 1 1 64
2 0 0 0 1 1 2 57
2 0 0 0 1 1 3 48
2 0 0 0 1 1 4 40
2 0 0 0 1 1 5 32
2 0 0 0 1 1 6 24
2 0 0 0 1 1 7 22
2 0 0 0 1 1 8 14
2 0 0 0 1 1 9 14
2 0 0 0 1 1 10 12
2 0 0 0 1 1 11 10
2 0 0 0 1 1 12 10
2 0 0 0 1 2 0 57
2 0 0 0 1 2 1 48
2 0 0 0 1 2 2 40
2 0 0 0 1 2 3 32
2 0 0 0 1 2 4 24
2 0 0 0 1 2 5 21
2 0 0 0 1 2 6 13
2 0 0 0 1 2 7 13
2 0 0 0 1 2 8 11
2 0 0 0 1 2 9 9
2 0 0 0 1 2 10 9
2 0 0 0 1 2 11 8
2 0 0 0 1 2 12 8
2 0 0 0 1 3 0 57
2 0 0 0 1 3 1 48
2 0 0 0 1 3 2 40
2 0 0 0 1 3 3 32
2 0 0 0 1 3 4 24
2 0 0 0 1 3 5 21
2 0 0 0 1 3 6 13
2 0 0 0 1 3 7 13
2 0 0 0 1 3 8 11
2 0 0 0 1 3 9 9
2 0 0 0 1 3 10 9
2 0 0 0 1 3 11 8
2 0 0 0 1 3 12 8
2 0 0 0 1 4 0 40
2 0 0 0 1 4 1 32
2 0 0 0 1 4 2 24
2 0 0 0 1 4 3 21
2 0 0 0 1 4 4 13
2 0 0 0 1 4 5 13
2 0 0 0 1 4 6 11
2 0 0 0 1 4 7 9
2 0 0 0 1 4 8 9
2 0 0 0 1 4 9 8
2 0 0 0 1 4 10 8
2 0 0 0 1 4 11 8
2 0 0 0 1 4 12 8
2 0 0 0 1 5 0 40
2 0 0 0 1 5 1 32
2 0 0 0 1 5 2 24
2 0 0 0 1 5 3 21
2 0 0 0 1 5 4 13
2 0 0 0 1 5 5 13
2 0 0 0 1 5 6 11
2 0 0 0 1 5 7 9
2 0 0 0 1 5 8 9
2 0 0 0 1 5 9 8
2 0 0 0 1 5 10 8
2 0 0 0 1 5 11 8
2 0 0 0 1 5 12 8
2 0 0 0 1 6 0 24
2 0 0 0 1 6 1 21
2 0 0 0 1 6 2 13
2 0 0 0 1 6 3 13
2 0 0 0 1 6 4 11
2 0 0 0 1 6 5 9
2 0 0 0 1 6 6 9
2 0 0 0 1 6 7 8
2 0 0 0 1 6 8 8
2 0 0 0 1 6 9 8
2 0 0 0 1 6 10 8
2 0 0 0 1 6 11 8
2 0 0 0 1 6 12 8
2 0 0 0 2 0 0 64
2 0 0 0 2 0 1 57
2 0 0 0 2 0 2 48
2 0 0 0 2 0 3 40
2 0 0 0 2 0 4 32
2 0 0 0 2 0 5 24
2 0 0 0 2 0 6 16
2 0 0 0 2 0 7 14
2 0 0 0 2 0 8 12
2 0 0 0 2 0 9 12
2 0 0 0 2 0 10 10
2 0 0 0 2 0 11 8
2 0 0 0 2 0 12 8
2 0 0 0 2 1 0 64
2 0 0 0 2 1 1 57
2 0 0 0 2 1 2 48
2 0 0 0 2 1 3 40
2 0 0 0 2 1 4 32
2 0 0 0 2 1 5 24
2 0 0 0 2 1 6 16
2 0 0 0 2 1 7 14
2 0 0 0 2 1 8 12
2 0 0 0 2 1 9 12
2 0 0 0 2 1 10 10
2 0 0 0 2 1 11 8
2 0 0 0 2 1 12 8
2 0 0 0 2 2 0 48
2 0 0 0 2 2 1 40
2 0 0 0 2 2 2 32
2 0 0 0 2 2 3 24
2 0 0 0 2 2 4 16
2 0 0 0 2 2 5 13
2 0 0 0 2 2 6 11
2 0 0 0 2 2 7 11
2 0 0 0 2 2 8 9
2 0 0 0 2 2 9 8
2 0 0 0 2 2 10 8
2 0 0 0 2 2 11 8
2 0 0 0 2 2 12 8
2 0 0 0 2 3 0 48
2 0 0 0 2 3 1 40
2 0 0 0 2 3 2 32
2 0 0 0 2 3 3 24
2 0 0 0 2 3 4 16
2 0 0 0 2 3 5 13
2 0 0 0 2 3 6 11
2 0 0 0 2 3 7 11
2 0 0 0 2 3 8 9
2 0 0 0 2 3 9 8
2 0 0 0 2 3 10 8
2 0 0 0 2 3 11 8
2 0 0 0 2 3 12 8
2 0 0 0 2 4 0 32
2 0 0 0 2 4 1 24
2 0 0 0 2 4 2 16
2 0 0 0 2 4 3 13
2 0 0 0 2 4 4 10
2 0 0 0 2 4 5 10
2 0 0 0 2 4 6 9
2 0 0 0 2 4 7 8
2 0 0 0 2 4 8 8
2 0 0 0 2 4 9 8
2 0 0 0 2 4 10 8
2 0 0 0 2 4 11 8
2 0 0 0 2 4 12 8
2 0 0 0 2 5 0 32
2 0 0 0 2 5 1 24
2 0 0 0 2 5 2 16
2 0 0 0 2 5 3 13
2 0 0 0 2 5 4 10
2 0 0 0 2 5 5 10
2 0 0 0 2 5 6 9
2 0 0 0 2 5 7 8
2 0 0 0 2 5 8 8
2 0 0 0 2 5 9 8
2 0 0 0 2 5 10 8
2 0 0 0 2 5 11 8
2 0 0 0 2 5 12 8
2 0 0 0 2 6 0 16
2 0 0 0 2 6 1 13
2 0 0 0 2 6 2 10
2 0 0 0 2 6 3 10
2 0 0 0 2 6 4 9
2 0 0 0 2 6 5 8
2 0 0 0 2 6 6 8
2 0 0 0 2 6 7 8
2 0 0 0 2 6 8 8
2 0 0 0 2 6 9 8
2 0 0 0 2 6 10 8
2 0 0 0 2 6 11 8
2 0 0 0 2 6 12 8
2 0 0 0 3 0 0 57
2 0 0 0 3 0 1 48
2 0 0 0 3 0 2 40
2 0 0 0 3 0 3 32
2 0 0 0 3 0 4 24
2 0 0 0 3 0 5 22
2 0 0 0 3 0 6 14
2 0 0 0 3 0 7 12
2 0 0 0 3 0 8 10
2 0 0 0 3 0 9 10
2 0 0 0 3 0 10 8
2 0 0 0 3 0 11 8
2 0 0 0 3 0 12 8
2 0 0 0 3 1 0 57
2 0 0 0 3 1 1 48
2 0 0 0 3 1 2 40
2 0 0 0 3 1 3 32
2 0 0 0 3 1 4 24
2 0 0 0 3 1 5 22
2 0 0 0 3 1 6 14
2 0 0 0 3 1 7 12
2 0 0 0 3 1 8 10
2 0 0 0 3 1 9 10
2 0 0 0 3 1 10 8
2 0 0 0 3 1 11 8
2 0 0 0 3 1 12 8
2 0 0 0 3 2 0 40
2 0 0 0 3 2 1 32
2 0 0 0 3 2 2 24
2 0 0 0 3 2 3 21
2 0 0 0 3 2 4 13
2 0 0 0 3 2 5 11
2 0 0 0 3 2 6 9
2 0 0 0 3 2 7 9
2 0 0 0 3 2 8 8
2 0 0 0 3 2 9 8
2 0 0 0 3 2 10 8
2 0 0 0 3 2 11 8
2 0 0 0 3 2 12 8
2 0 0 0 3 3 0 40
2 0 0 0 3 3 1 32
2 0 0 0 3 3 2 24
2 0 0 0 3 3 3 21
2 0 0 0 3 3 4 13
2 0 0 0 3 3 5 11
2 0 0 0 3 3 6 9
2 0 0 0 3 3 7 9
2 0 0 0 3 3 8 8
2 0 0 0 3 3 9 8
2 0 0 0 3 3 10 8
2 0 0 0 3 3 11 8
2 0 0 0 3 3 12 8
2 0 0 0 3 4 0 24
2 0 0 0 3 4 1 21
2 0 0 0 3 4 2 13
2 0 0 0 3 4 3 10
2 0 0 0 3 4 4 9
2 0 0 0 3 4 5 9
2 0 0 0 3 4 6 8
2 0 0 0 3 4 7 8
2 0 0 0 3 4 8 8
2 0 0 0 3 4 9 8
2 0 0 0 3 4 10 8
2 0 0 0 3 4 11 8
2 0 0 0 3 4 12 8
2 0 0 0 3 5 0 24
2 0 0 0 3 5 1 21
2 0 0 0 3 5 2 13
2 0 0 0 3 5 3 10
2 0 0 0 3 5 4 9
2 0 0 0 3 5 5 9
2 0 0 0 3 5 6 8
2 0 0 0 3 5 7 8
2 0 0 0 3 5 8 8
2 0 0 0 3 5 9 8
2 0 0 0 3 5 10 8
2 0 0 0 3 5 11 8
2 0 0 0 3 5 12 8
2 0 0 0 3 6 0 13
2 0 0 0 3 6 1 10
2 0 0 0 3 6 2 9
2 0 0 0 3 6 3 9
2 0 0 0 3 6 4 8
2 0 0 0 3 6 5 8
2 0 0 0 3 6 6 8
2 0 0 0 3 6 7 8
2 0 0 0 3 6 8 8
2 0 0 0 3 6 9 8
2 0 0 0 3 6 10 8
2 0 0 0 3 6 11 8
2 0 0 0 3 6 12 8
2 0 0 0 4 0 0 48
2 0 0 0 4 0 1 40
2 0 0 0 4 0 2 32
2 0 0 0 4 0 3 24
2 0 0 0 4 0 4 16
2 0 0 0 4 0 5 14
2 0 0 0 4 0 6 12
2 0 0 0 4 0 7 10
2 0 0 0 4 0 8 8
2 0 0 0 4 0 9 8
2 0 0 0 4 0 10 8
2 0 0 0 4 0 11 8
2 0 0 0 4 0 12 8
2 0 0 0 4 1 0 48
2 0 0 0 4 1 1 40
2 0 0 0 4 1 2 32
2 0 0 0 4 1 3 24
2 0 0 0 4 1 4 16
2 0 0 0 4 1 5 14
2 0 0 0 4 1 6 12
2 0 0 0 4 1 7 10
2 0 0 0 4 1 8 8
2 0 0 0 4 1 9 8
2 0 0 0 4 1 10 8
2 0 0 0 4 1 11 8
2 0 0 0 4 1 12 8
2 0 0 0 4 2 0 32
2 0 0 0 4 2 1 24
2 0 0 0 4 2 2 16
2 0 0 0 4 2 3 13
2 0 0 0 4 2 4 11
2 0 0 0 4 2 5 9
2 0 0 0 4 2 6 8
2 0 0 0 4 2 7 8
2 0 0 0 4 2 8 8
2 0 0 0 4 2 9 8
2 0 0 0 4 2 10 8
2 0 0 0 4 2 11 8
2 0 0 0 4 2 12 8
2 0 0 0 4 3 0 32
2 0 0 0 4 3 1 24
2 0 0 0 4 3 2 16
2 0 0 0 4 3 3 13
2 0 0 0 4 3 4 11
2 0 0 0 4 3 5 9
2 0 0 0 4 3 6 8
2 0 0 0 4 3 7 8
2 0 0 0 4 3 8 8
2 0 0 0 4 3 9 8
2 0 0 0 4 3 10 8
2 0 0 0 4 3 11 8
2 0 0 0 4 3 12 8
2 0 0 0 4 4 0 16
2 0 0 0 4 4 1 13
2 0 0 0 4 4 2 10
2 0 0 0 4 4 3 9
2 0 0 0 4 4 4 8
2 0 0 0 4 4 5 8
2 0 0 0 4 4 6 8
2 0 0 0 4 4 7 8
2 0 0 0 4 4 8 8
2 0 0 0 4 4 9 8
2 0 0 0 4 4 10 8
2 0 0 0 4 4 11 8
2 0 0 0 4 4 12 8
2 0 0 0 4 5 0 16
2 0 0 0 4 5 1 13
2 0 0 0 4 5 2 10
2 0 0 0 4 5 3 9
2 0 0 0 4 5 4 8
2 0 0 0 4 5 5 8
2 0 0 0 4 5 6 8
2 0 0 0 4 5 7 8
2 0 0 0 4 5 8 8
2 0 0 0 4 5 9 8
2 0 0 0 4 5 10 8
2 0 0 0 4 5 11 8
2 0 0 0 4 5 12 8
2 0 0 0 4 6 0 10
2 0 0 0 4 6 1 9
2 0 0 0 4 6 2 8
2 0 0 0 4 6 3 8
2 0 0 0 4 6 4 8
2 0 0 0 4 6 5 8
2 0 0 0 4 6 6 8
2 0 0 0 4 6 7 8
2 0 0 0 4 6 8 8
2 0 0 0 4 6 9 8
2 0 0 0 4 6 10 8
2 0 0 0 4 6 11 8
2 0 0 0 4 6 12 8
2 0 0 0 5 0 0 40
2 0 0 0 5 0 1 32
2 0 0 0 5 0 2 24
2 0 0 0 5 0 3 22
2 0 0 0 5 0 4 14
2 0 0 0 5 0 5 12
2 0 0 0 5 0 6 10
2 0 0 0 5 0 7 10
2 0 0 0 5 0 8 8
2 0 0 0 5 0 9 8
2 0 0 0 5 0 10 8
2 0 0 0 5 0 11 8
2 0 0 0 5 0 12 8
2 0 0 0 5 1 0 40
2 0 0 0 5 1 1 32
2 0 0 0 5 1 2 24
2 0 0 0 5 1 3 22
2 0 0 0 5 1 4 14
2 0 0 0 5 1 5 12
2 0 0 0 5 1 6 10
2 0 0 0 5 1 7 10
2 0 0 0 5 1 8 8
2 0 0 0 5 1 9 8
2 0 0 0 5 1 10 8
2 0 0 0 5 1 11 8
2 0 0 0 5 1 12 8
2 0 0 0 5 2 0 24
2 0 0 0 5 2 1 21
2 0 0 0 5 2 2 13
2 0 0 0 5 2 3 11
2 0 0 0 5 2 4 9
2 0 0 0 5 2 5 9
2 0 0 0 5 2 6 8
2 0 0 0 5 2 7 8
2 0 0 0 5 2 8 8
2 0 0 0 5 2 9 8
2 0 0 0 5 2 10 8
2 0 0 0 5 2 11 8
2 0 0 0 5 2 12 8
2 0 0 0 5 3 0 24
2 0 0 0 5 3 1 21
2 0 0 0 5 3 2 13
2 0 0 0 5 3 3 11
2 0 0 0 5 3 4 9
2 0 0 0 5 3 5 9
2 0 0 0 5 3 6 8
2 0 0 0 5 3 7 8
2 0 0 0 5 3 8 8
2 0 0 0 5 3 9 8
2 0 0 0 5 3 10 8
2 0 0 0 5 3 11 8
2 0 0 0 5 3 12 8
2 0 0 0 5 4 0 13
2 0 0 0 5 4 1 10
2 0 0 0 5 4 2 9
2 0 0 0 5 4 3 9
2 0 0 0 5 4 4 8
2 0 0 0 5 4 5 8
2 0 0 0 5 4 6 8
2 0 0 0 5 4 7 8
2 0 0 0 5 4 8 8
2 0 0 0 5 4 9 8
2 0 0 0 5 4 10 8
2 0 0 0 5 4 11 8
2 0 0 0 5 4 12 8
2 0 0 0 5 5 0 13
2 0 0 0 5 5 1 10
2 0 0 0 5 5 2 9
2 0 0 0 5 5 3 9
2 0 0 0 5 5 4 8
2 0 0 0 5 5 5 8
2 0 0 0 5 5 6 8
2 0 0 0 5 5 7 8
2 0 0 0 5 5 8 8
2 0 0 0 5 5 9 8
2 0 0 0 5 5 10 8
2 0 0 0 5 5 11 8
2 0 0 0 5 5 12 8
2 0 0 0 5 6 0 9
2 0 0 0 5 6 1 9
2 0 0 0 5 6 2 8
2 0 0 0 5 6 3 8
2 0 0 0 5 6 4 8
2 0 0 0 5 6 5 8
2 0 0 0 5 6 6 8
2 0 0 0 5 6 7 8
2 0 0 0 5 6 8 8
2 0 0 0 5 6 9 8
2 0 0 0 5 6 10 8
2 0 0 0 5 6 11 8
2 0 0 0 5 6 12 8
2 1 0 0 0 0 0 86
2 1 0 0 0 0 1 75
2 1 0 0 0 0 2 64
2 1 0 0 0 0 3 57
2 1 0 0 0 0 4 48
2 1 0 0 0 0 5 40
2 1 0 0 0 0 6 32
2 1 0 0 0 0 7 24
2 1 0 0 0 0 8 16
2 1 0 0 0 0 9 16
2 1 0 0 0 0 10 14
2 1 0 0 0 0 11 12
2 1 0 0 0 0 12 12
2 1 0 0 0 1 0 86
2 1 0 0 0 1 1 75
2 1 0 0 0 1 2 64
2 1 0 0 0 1 3 57
2 1 0 0 0 1 4 48
2 1 0 0 0 1 5 40
2 1 0 0 0 1 6 32
2 1 0 0 0 1 7 24
2 1 0 0 0 1 8 16
2 1 0 0 0 1 9 16
2 1 0 0 0 1 10 14
2 1 0 0 0 1 11 12
2 1 0 0 0 1 12 12
2 1 0 0 0 2 0 68
2 1 0 0 0 2 1 57
2 1 0 0 0 2 2 48
2 1 0 0 0 2 3 40
2 1 0 0 0 2 4 32
2 1 0 0 0 2 5 24
2 1 0 0 0 2 6 16
2 1 0 0 0 2 7 16
2 1 0 0 0 2 8 14
2 1 0 0 0 2 9 12
2 1 0 0 0 2 10 12
2 1 0 0 0 2 11 10
2 1 0 0 0 2 12 8
2 1 0 0 0 3 0 68
2 1 0 0 0 3 1 57
2 1 0 0 0 3 2 48
2 1 0 0 0 3 3 40
2 1 0 0 0 3 4 32
2 1 0 0 0 3 5 24
2 1 0 0 0 3 6 16
2 1 0 0 0 3 7 16
2 1 0 0 0 3 8 14
2 1 0 0 0 3 9 12
2 1 0 0 0 3 10 12
2 1 0 0 0 3 11 10
2 1 0 0 0 3 12 8
2 1 0 0 0 4 0 50
2 1 0 0 0 4 1 40
2 1 0 0 0 4 2 32
2 1 0 0 0 4 3 24
2 1 0 0 0 4 4 16
2 1 0 0 0 4 5 16
2 1 0 0 0 4 6 14
2 1 0 0 0 4 7 12
2 1 0 0 0 4 8 12
2 1 0 0 0 4 9 10
2 1 0 0 0 4 10 8
2 1 0 0 0 4 11 8
2 1 0 0 0 4 12 8
2 1 0 0 0 5 0 50
2 1 0 0 0 5 1 40
2 1 0 0 0 5 2 32
2 1 0 0 0 5 3 24
2 1 0 0 0 5 4 16
2 1 0 0 0 5 5 16
2 1 0 0 0 5 6 14
2 1 0 0 0 5 7 12
2 1 0 0 0 5 8 12
2 1 0 0 0 5 9 10
2 1 0 0 0 5 10 8
2 1 0 0 0 5 11 8
2 1 0 0 0 5 12 8
2 1 0 0 0 6 0 33
2 1 0 0 0 6 1 24
2 1 0 0 0 6 2 16
2 1 0 0 0 6 3 16
2 1 0 0 0 6 4 14
2 1 0 0 0 6 5 12
2 1 0 0 0 6 6 12
2 1 0 0 0 6 7 10
2 1 0 0 0 6 8 8
2 1 0 0 0 6 9 8
2 1 0 0 0 6 10 8
2 1 0 0 0 6 11 8
2 1 0 0 0 6 12 8
2 1 0 0 1 0 0 75
2 1 0 0 1 0 1 64
2 1 0 0 1 0 2 57
2 1 0 0 1 0 3 48
2 1 0 0 1 0 4 40
2 1 0 0 1 0 5 32
2 1 0 0 1 0 6 24
2 1 0 0 1 0 7 22
2 1 0 0 1 0 8 14
2 1 0 0 1 0 9 14
2 1 0 0 1 0 10 12
2 1 0 0 1 0 11 10
2 1 0 0 1 0 12 10
2 1 0 0 1 1 0 75
2 1 0 0 1 1 1 64
2 1 0 0 1 1 2 57
2 1 0 0 1 1 3 48
2 1 0 0 1 1 4 40
2 1 0 0 1 1 5 32
2 1 0 0 1 1 6 24
2 1 0 0 1 1 7 22
2 1 0 0 1 1 8 14
2 1 0 0 1 1 9 14
2 1 0 0 1 1 10 12
2 1 0 0 1 1 11 10
2 1 0 0 1 1 12 10
2 1 0 0 1 2 0 57
2 1 0 0 1 2 1 48
2 1 0 0 1 2 2 40
2 1 0 0 1 2 3 32
2 1 0 0 1 2 4 24
2 1 0 0 1 2 5 21
2 1 0 0 1 2 6 13
2 1 0 0 1 2 7 13
2 1 0 0 1 2 8 11
2 1 0 0 1 2 9 9
2 1 0 0 1 2 10 9
2 1 0 0 1 2 11 8
2 1 0 0 1 2 12 8
2 1 0 0 1 3 0 57
2 1 0 0 1 3 1 48
2 1 0 0 1 3 2 40
2 1 0 0 1 3 3 32
2 1 0 0 1 3 4 24
2 1 0 0 1 3 5 21
2 1 0 0 1 3 6 13
2 1 0 0 1 3 7 13
2 1 0 0 1 3 8 11
2 1 0 0 1 3 9 9
2 1 0 0 1 3 10 9
2 1 0 0 1 3 11 8
2 1 0 0 1 3 12 8
2 1 0 0 1 4 0 40
2 1 0 0 1 4 1 32
2 1 0 0 1 4 2 24
2 1 0 0 1 4 3 21
2 1 0 0 1 4 4 13
2 1 0 0 1 4 5 13
2 1 0 0 1 4 6 11
2 1 0 0 1 4 7 9
2 1 0 0 1 4 8 9
2 1 0 0 1 4 9 8
2 1 0 0 1 4 10 8
2 1 0 0 1 4 11 8
2 1 0 0 1 4 12 8
2 1 0 0 1 5 0 40
2 1 0 0 1 5 1 32
2 1 0 0 1 5 2 24
2 1 0 0 1 5 3 21
2 1 0 0 1 5 4 13
2 1 0 0 1 5 5 13
2 1 0 0 1 5 6 11
2 1 0 0 1 5 7 9
2 1 0 0 1 5 8 9
2 1 0 0 1 5 9 8
2 1 0 0 1 5 10 8
2 1 0 0 1 5 11 8
2 1 0 0 1 5 12 8
2 1 0 0 1 6 0 24
2 1 0 0 1 6 1 21
2 1 0 0 1 6 2 13
2 1 0 0 1 6 3 13
2 1 0 0 1 6 4 11
2 1 0 0 1 6 5 9
2 1 0 0 1 6 6 9
2 1 0 0 1 6 7 8
2 1 0 0 1 6 8 8
2 1 0 0 1 6 9 8
2 1 0 0 1 6 10 8
2 1 0 0 1 6 11 8
2 1 0 0 1 6 12 8
2 1 0 0 2 0 0 64
2 1 0 0 2 0 1 57
2 1 0 0 2 0 2 48
2 1 0 0 2 0 3 40
2 1 0 0 2 0 4 32
2 1 0 0 2 0 5 24
2 1 0 0 2 0 6 16
2 1 0 0 2 0 7 14
2 1 0 0 2 0 8 12
2 1 0 0 2 0 9 12
2 1 0 0 2 0 10 10
2 1 0 0 2 0 11 8
2 1 0 0 2 0 12 8
2 1 0 0 2 1 0 64
2 1 0 0 2 1 1 57
2 1 0 0 2 1 2 48
2 1 0 0 2 1 3 40
2 1 0 0 2 1 4 32
2 1 0 0 2 1 5 24
2 1 0 0 2 1 6 16
2 1 0 0 2 1 7 14
2 1 0 0 2 1 8 12
2 1 0 0 2 1 9 12
2 1 0 0 2 1 10 10
2 1 0 0 2 1 11 8
2 1 0 0 2 1 12 8
2 1 0 0 2 2 0 48
2 1 0 0 2 2 1 40
2 1 0 0 2 2 2 32
2 1 0 0 2 2 3 24
2 1 0 0 2 2 4 16
2 1 0 0 2 2 5 13
2 1 0 0 2 2 6 11
2 1 0 0 2 2 7 11
2 1 0 0 2 2 8 9
2 1 0 0 2 2 9 8
2 1 0 0 2 2 10 8
2 1 0 0 2 2 11 8
2 1 0 0 2 2 12 8
2 1 0 0 2 3 0 48
2 1 0 0 2 3 1 40
2 1 0 0 2 3 2 32
2 1 0 0 2 3 3 24
2 1 0 0 2 3 4 16
2 1 0 0 2 3 5 13
2 1 0 0 2 3 6 11
2 1 0 0 2 3 7 11
2 1 0 0 2 3 8 9
2 1 0 0 2 3 9 8
2 1 0 0 2 3 10 8
2 1 0 0 2 3 11 8
2 1 0 0 2 3 12 8
2 1 0 0 2 4 0 32
2 1 0 0 2 4 1 24
2 1 0 0 2 4 2 16
2 1 0 0 2 4 3 13
2 1 0 0 2 4 4 10
2 1 0 0 2 4 5 10
2 1 0 0 2 4 6 9
2 1 0 0 2 4 7 8
2 1 0 0 2 4 8 8
2 1 0 0 2 4 9 8
2 1 0 0 2 4 10 8
2 1 0 0 2 4 11 8
2 1 0 0 2 4 12 8
2 1 0 0 2 5 0 32
2 1 0 0 2 5 1 24
2 1 0 0 2 5 2 16
2 1 0 0 2 5 3 13
2 1 0 0 2 5 4 10
2 1 0 0 2 5 5 10
2 1 0 0 2 5 6 9
2 1 0 0 2 5 7 8
2 1 0 0 2 5 8 8
2 1 0 0 2 5 9 8
2 1 0 0 2 5 10 8
2 1 0 0 2 5 11 8
2 1 0 0 2 5 12 8
2 1 0 0 2 6 0 16
2 1 0 0 2 6 1 13
2 1 0 0 2 6 2 10
2 1 0 0 2 6 3 10
2 1 0 0 2 6 4 9
2 1 0 0 2 6 5 8
2 1 0 0 2 6 6 8
2 1 0 0 2 6 7 8
2 1 0 0 2 6 8 8
2 1 0 0 2 6 9 8
2 1 0 0 2 6 10 8
2 1 0 0 2 6 11 8
2 1 0 0 2 6 12 8
2 1 0 0 3 0 0 57
2 1 0 0 3 0 1 48
2 1 0 0 3 0 2 40
2 1 0 0 3 0 3 32
2 1 0 0 3 0 4 24
2 1 0 0 3 0 5 22
2 1 0 0 3 0 6 14
2 1 0 0 3 0 7 12
2 1 0 0 3 0 8 10
2 1 0 0 3 0 9 10
2 1 0 0 3 0 10 8
2 1 0 0 3 0 11 8
2 1 0 0 3 0 12 8
2 1 0 0 3 1 0 57
2 1 0 0 3 1 1 48
2 1 0 0 3 1 2 40
2 1 0 0 3 1 3 32
2 1 0 0 3 1 4 24
2 1 0 0 3 1 5 22
2 1 0 0 3 1 6 14
2 1 0 0 3 1 7 12
2 1 0 0 3 1 8 10
2 1 0 0 3 1 9 10
2 1 0 0 3 1 10 8
2 1 0 0 3 1 11 8
2 1 0 0 3 1 12 8
2 1 0 0 3 2 0 40
2 1 0 0 3 2 1 32
2 1 0 0 3 2 2 24
2 1 0 0 3 2 3 21
2 1 0 0 3 2 4 13
2 1 0 0 3 2 5 11
2 1 0 0 3 2 6 9
2 1 0 0 3 2 7 9
2 1 0 0 3 2 8 8
2 1 0 0 3 2 9 8
2 1 0 0 3 2 10 8
2 1 0 0 3 2 11 8
2 1 0 0 3 2 12 8
2 1 0 0 3 3 0 40
2 1 0 0 3 3 1 32
2 1 0 0 3 3 2 24
2 1 0 0 3 3 3 21
2 1 0 0 3 3 4 13
2 1 0 0 3 3 5 11
2 1 0 0 3 3 6 9
2 1 0 0 3 3 7 9
2 1 0 0 3 3 8 8
2 1 0 0 3 3 9 8
2 1 0 0 3 3 10 8
2 1 0 0 3 3 11 8
2 1 0 0 3 3 12 8
2 1 0 0 3 4 0 24
2 1 0 0 3 4 1 21
2 1 0 0 3 4 2 13
2 1 0 0 3 4 3 10
2 1 0 0 3 4 4 9
2 1 0 0 3 4 5 9
2 1 0 0 3 4 6 8
2 1 0 0 3 4 7 8
2 1 0 0 3 4 8 8
2 1 0 0 3 4 9 8
2 1 0 0 3 4 10 8
2 1 0 0 3 4 11 8
2 1 0 0 3 4 12 8
